City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
459,Nago,JP,26.5881,127.9761,76.05,90,100,8.34,moderate rain
460,Kano,NG,12.0001,8.5167,86.77,41,5,3.76,clear sky
461,Bodaybo,RU,57.8506,114.1933,54.23,79,13,1.99,few clouds
462,Lisakovsk,KZ,52.5369,62.4936,56.97,84,11,8.72,few clouds
463,Omboue,GA,-1.5746,9.2618,75.72,90,7,3.49,clear sky
464,Gornyye Klyuchi,RU,45.25,133.5,56.46,82,15,3.69,few clouds
465,La Primavera,CO,5.4906,-70.4092,79.23,83,100,3.87,overcast clouds
466,Avrille,FR,47.5,-0.5833,67.98,61,63,11.32,broken clouds
467,Divnogorsk,RU,55.9594,92.3619,52.29,70,75,4.92,broken clouds
468,La Plata,AR,-34.9215,-57.9545,56.82,33,45,6.6,scattered clouds
469,Limulunga,ZM,-15.0969,23.1376,56.44,60,8,5.99,clear sky
470,Banda Aceh,ID,5.5577,95.3222,79.88,76,100,10.45,overcast clouds
471,Bisira,PA,8.5196,-81.7115,63.43,94,100,1.63,overcast clouds
472,Henties Bay,NA,-22.116,14.2845,66.11,55,0,3.36,clear sky
473,Beringovskiy,RU,63.05,179.3167,38.64,78,53,7.76,broken clouds
474,Ciudad Ojeda,VE,10.1964,-71.3082,84.2,71,100,6.78,overcast clouds
475,Lujiang,CN,31.2581,117.2817,69.48,81,100,7.96,light rain
476,Rodrigues Alves,BR,-7.738,-72.6509,77.2,72,100,2.21,overcast clouds
477,Maragogi,BR,-9.0122,-35.2225,76.69,84,9,4.7,clear sky
478,Zhigansk,RU,66.7697,123.3711,48.96,79,100,12.66,overcast clouds
479,Kalino,RU,58.2504,57.6085,45.93,89,100,8.79,overcast clouds
480,Ulladulla,AU,-35.35,150.4667,52.7,57,0,14.47,clear sky
481,Banff,CA,51.1762,-115.5698,65.43,36,68,9.22,broken clouds
482,Moose Factory,CA,51.2585,-80.6094,57.2,82,100,8.05,overcast clouds
483,Birin,NP,26.8865,88.0718,62.11,89,54,4.7,heavy intensity rain
484,Walvis Bay,NA,-22.9575,14.5053,71.1,37,0,6.91,clear sky
485,Shitanjing,CN,39.2342,106.3439,59.81,19,71,3.09,broken clouds
486,Kenai,US,60.5544,-151.2583,62.02,72,20,17.27,few clouds
487,Lakes Entrance,AU,-37.8811,147.981,52.16,76,100,22.95,overcast clouds
488,Bayshore Gardens,US,27.4253,-82.5904,86.13,61,75,12.66,broken clouds
489,Itoman,JP,26.1247,127.6694,75.97,92,75,4.61,broken clouds
490,Lac Du Bonnet,CA,50.2536,-96.0612,76.1,32,99,2.24,overcast clouds
491,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,42.62,70,0,5.12,clear sky
492,Cocobeach,GA,1.0002,9.5823,77.2,85,27,5.93,scattered clouds
493,Severobaykalsk,RU,55.65,109.3167,46.0,75,62,0.65,broken clouds
494,Waipawa,NZ,-41.4122,175.5153,52.38,72,100,13.82,moderate rain
495,Babai,IN,22.7,77.9333,84.47,53,93,17.6,moderate rain
496,Buala,SB,-8.145,159.5921,80.76,78,97,6.15,light rain
497,Juazeiro,BR,-9.4117,-40.4986,87.98,42,40,6.91,light rain
498,Nemuro,JP,43.3236,145.575,48.15,99,100,8.23,overcast clouds
499,Paita,PE,-5.0892,-81.1144,69.37,73,20,18.77,few clouds
500,Gorele,TR,41.0308,39.0031,70.74,76,100,1.88,light rain
501,Ambilobe,MG,-13.2,49.05,68.22,82,48,3.56,scattered clouds
502,Apodi,BR,-5.6642,-37.7989,77.4,71,63,7.49,broken clouds
503,Lasa,IT,46.6166,10.7002,67.08,74,1,5.46,clear sky
504,Jalu,LY,29.0331,21.5482,77.0,54,0,16.51,clear sky
505,Barguzin,RU,53.6167,109.6167,50.52,84,22,2.86,few clouds
506,Magistralnyy,RU,56.1725,107.4458,52.07,65,76,2.66,broken clouds
507,Rocha,UY,-34.4833,-54.3333,48.25,68,70,16.33,broken clouds
508,Megion,RU,61.0296,76.1136,53.62,93,99,9.13,overcast clouds
509,Bireun,ID,5.203,96.7009,76.32,84,100,3.6,moderate rain
510,Imeni Zhelyabova,RU,58.9544,36.5956,50.76,80,5,4.45,clear sky
511,Manjacaze,MZ,-24.7117,33.8828,59.05,90,0,4.79,clear sky
512,Canakkale,TR,40.0833,26.8333,59.68,92,100,2.08,light rain
513,Basco,PH,20.4487,121.9702,83.95,73,100,1.66,overcast clouds
514,Porto Murtinho,BR,-21.6989,-57.8825,62.31,26,100,6.67,overcast clouds
515,Watsa,CD,3.0372,29.5355,65.35,82,100,2.95,overcast clouds
516,Shubarkuduk,KZ,49.1447,56.4872,63.75,75,47,8.16,scattered clouds
517,Portland,US,45.5234,-122.6762,68.56,83,100,7.0,overcast clouds
518,Sawakin,SD,19.1059,37.3321,91.87,36,0,6.06,clear sky
519,Comitan,MX,16.25,-92.1333,73.81,55,10,5.3,clear sky
520,Bjornevatn,NO,69.6672,29.9847,64.74,36,100,8.05,overcast clouds
521,Lorengau,PG,-2.0226,147.2712,81.5,73,17,7.31,few clouds
522,Bennettsville,US,34.6174,-79.6848,86.65,78,40,6.91,scattered clouds
523,Moerai,PF,-22.4333,-151.3333,74.84,63,83,19.13,broken clouds
524,Fare,PF,-16.7,-151.0167,79.7,76,27,17.02,moderate rain
525,Carutapera,BR,-1.195,-46.02,77.23,89,70,6.13,broken clouds
526,North Bend,US,43.4065,-124.2243,65.91,100,100,6.91,mist
527,Englewood,US,39.6478,-104.9878,101.34,14,61,3.0,broken clouds
528,Tessalit,ML,20.1986,1.0114,86.92,37,95,19.71,overcast clouds
529,Perth,AU,-31.9333,115.8333,62.78,96,0,11.5,clear sky
530,Port Hardy,CA,50.6996,-127.4199,59.18,67,75,10.36,broken clouds
531,Bhatkal,IN,13.9667,74.5667,79.09,84,100,7.18,light rain
532,Naze,JP,28.3667,129.4833,70.72,88,99,8.16,light rain
533,Kindu,CD,-2.95,25.95,70.14,87,49,2.57,light rain
534,Gizo,SB,-8.103,156.8419,81.54,73,1,6.13,clear sky
535,Algiers,DZ,36.7525,3.042,66.02,83,0,5.75,clear sky
536,Wilmington,US,34.2257,-77.9447,81.95,70,0,11.5,clear sky
537,Eidfjord,NO,60.4675,7.0719,55.02,91,100,5.17,overcast clouds
538,Columbia,US,34.0007,-81.0348,93.61,57,40,9.22,scattered clouds
539,Vardo,NO,70.3705,31.1107,60.78,44,100,16.11,overcast clouds
540,Novovasylivka,UA,46.8315,35.7536,69.73,56,18,8.84,few clouds
541,Ahipara,NZ,-35.1667,173.1667,59.22,88,100,19.48,light rain
542,Vieques,PR,18.425,-65.8329,87.82,62,40,13.8,scattered clouds
543,Umm Kaddadah,SD,13.6017,26.6876,83.61,47,100,19.13,overcast clouds
544,Aquin,HT,18.2833,-73.4,83.68,70,72,5.91,broken clouds
545,Kiama,AU,-34.6833,150.8667,53.46,61,0,19.75,clear sky
546,Peachland,CA,49.7665,-119.7357,81.68,29,22,3.0,few clouds
547,Taos,US,36.4072,-105.5731,96.21,11,0,11.01,clear sky
548,Rabo De Peixe,PT,37.8,-25.5833,65.28,89,40,12.66,light rain
549,Rondonopolis,BR,-16.4708,-54.6356,71.15,71,100,8.93,overcast clouds
550,Douglas,US,41.3,-96.167,89.53,54,75,10.36,broken clouds
551,Rancho Palos Verdes,US,33.7445,-118.387,92.08,78,17,8.01,few clouds
552,Batemans Bay,AU,-35.7167,150.1833,51.1,57,3,9.57,clear sky
553,Ipameri,BR,-17.7219,-48.1597,69.85,63,100,9.06,overcast clouds
554,Kulhudhuffushi,MV,6.6221,73.07,82.65,78,99,13.82,overcast clouds
555,Sindou,BF,10.6667,-5.1667,77.58,71,97,5.88,overcast clouds
556,Lethem,GY,3.3803,-59.7968,79.74,79,90,3.02,overcast clouds
557,Kondinskoye,RU,59.6481,67.41,54.93,95,100,4.88,light rain
558,Hazorasp,UZ,41.3194,61.0742,66.04,33,30,9.48,scattered clouds
559,Barcelos,PT,41.5388,-8.6151,77.68,77,0,4.68,clear sky
560,Taoudenni,ML,22.6783,-3.9836,109.08,6,65,12.3,broken clouds
561,Weiser,US,44.251,-116.9693,78.31,59,99,13.0,overcast clouds
562,Okaya,JP,36.0566,138.0451,57.79,88,100,3.69,moderate rain
563,Sabzevar,IR,36.2126,57.6819,74.48,43,0,11.5,clear sky
564,Karwar,IN,14.8,74.1333,77.88,85,100,5.66,overcast clouds
565,Shizunai,JP,42.3339,142.3669,55.45,97,100,4.72,overcast clouds
566,Mizan Teferi,ET,6.9833,35.5833,59.99,95,38,3.09,scattered clouds
567,Cayenne,GF,4.9333,-52.3333,84.24,1,20,11.5,few clouds
568,Yenagoa,NG,4.9247,6.2642,72.61,97,93,1.97,overcast clouds
569,Aitape,PG,-3.1374,142.3475,78.3,85,25,4.92,scattered clouds
570,Ilo,PE,-17.6394,-71.3375,65.26,77,0,9.22,clear sky
571,Mnogovershinnyy,RU,53.9353,139.9242,54.63,61,54,2.62,broken clouds
572,Yaan,NG,7.3833,8.5667,74.93,92,83,7.23,broken clouds
573,Marrakesh,MA,31.6315,-8.0083,86.07,48,40,2.3,scattered clouds
574,Ostersund,SE,63.1792,14.6357,54.05,94,20,14.0,few clouds
575,Nouadhibou,MR,20.931,-17.0347,69.78,78,0,19.57,sand
576,Wodonga,AU,-36.1167,146.8833,46.96,100,98,10.8,overcast clouds
577,Tiznit,MA,29.5833,-9.5,73.09,67,2,4.29,clear sky
578,Kupang,ID,-10.1667,123.5833,76.1,74,100,14.2,overcast clouds
579,The Valley,AI,18.217,-63.0578,85.86,70,20,19.57,few clouds
580,Aswan,EG,24.0934,32.907,97.9,9,0,5.75,clear sky
581,Kununurra,AU,-15.7667,128.7333,62.58,34,74,6.91,broken clouds
582,Chalchihuites,MX,23.4833,-103.8833,84.87,18,76,6.96,broken clouds
583,Chicama,PE,-7.8447,-79.1469,61.34,64,16,9.78,few clouds
584,Tongzi,CN,28.7829,105.0877,67.59,98,100,2.48,overcast clouds
585,Erzin,TR,36.9559,36.2,71.94,70,0,1.41,clear sky
586,Okitipupa,NG,6.5047,4.7839,72.32,99,100,2.62,overcast clouds
587,Alihe,CN,50.5667,123.7167,56.34,68,98,2.28,overcast clouds
588,Mangrol,IN,21.1167,70.1167,82.44,80,58,9.22,broken clouds
589,Broken Hill,AU,-31.95,141.4333,42.15,93,0,8.32,clear sky
590,Tambura,SS,5.6,27.4667,69.3,91,92,3.09,overcast clouds
591,Biak,ID,-0.9131,122.8766,76.21,84,100,0.38,overcast clouds
592,Labuhan,ID,-6.8844,112.2051,78.8,86,98,5.3,overcast clouds
593,Jertih,MY,5.7336,102.4897,74.73,91,100,3.83,overcast clouds
594,Calca,PE,-13.3333,-71.95,69.15,43,11,3.69,few clouds
595,Soe,ID,-9.8607,124.284,60.33,92,100,4.41,overcast clouds
596,Lunenburg,CA,44.3835,-64.3155,75.49,63,100,16.11,overcast clouds
597,Jesus,PY,-27.05,-55.7833,54.41,73,0,2.95,clear sky
598,Bato,PH,13.3528,123.3677,76.06,94,43,2.84,scattered clouds
599,Abasha,GE,42.2096,42.2211,70.02,66,1,8.25,clear sky
600,General Roca,AR,-39.0333,-67.5833,55.62,28,97,5.19,overcast clouds
601,Harper,LR,4.375,-7.7169,76.05,89,100,6.69,light rain
602,Partyzany,UA,46.3314,34.7503,69.1,57,63,8.95,broken clouds
603,Xinqing,CN,48.2333,129.5,56.19,59,35,2.01,scattered clouds
604,Koungou,YT,-12.7336,45.2042,78.51,73,0,11.5,clear sky
605,Kinsale,IE,51.7075,-8.5306,56.23,82,40,9.22,scattered clouds
606,Mahibadhoo,MV,3.7833,72.9667,82.76,76,100,11.65,overcast clouds
607,Fallbrook,US,33.3764,-117.2512,102.45,50,0,10.36,clear sky
608,Yuksekova,TR,37.5736,44.2872,60.71,68,80,4.12,broken clouds
609,Langsa,ID,4.4683,97.9683,72.66,98,100,2.71,moderate rain
610,Oistins,BB,13.0667,-59.5333,84.29,70,20,26.46,few clouds
611,Rochefort,FR,45.9167,-1.0,71.65,81,24,1.01,few clouds
612,Brigantine,US,39.4101,-74.3646,73.04,70,99,5.66,overcast clouds
613,Ulaangom,MN,49.9811,92.0667,60.46,30,23,3.71,few clouds
614,Altay,CN,47.8667,88.1167,68.7,35,11,7.29,few clouds
615,Kurtamysh,RU,54.9103,64.4319,53.69,95,62,9.73,broken clouds
616,Nacala,MZ,-14.5428,40.6728,67.05,88,0,9.28,clear sky
617,Baghdad,IQ,33.3406,44.4009,84.11,18,0,3.44,clear sky
618,Komatipoort,ZA,-25.4332,31.9548,60.42,83,0,3.15,clear sky
619,Coxim,BR,-18.5067,-54.76,69.1,57,89,3.42,overcast clouds
620,Ketchikan,US,55.3422,-131.6461,50.29,89,100,5.28,light rain
621,Dawson Creek,CA,55.7666,-120.2362,60.44,63,40,3.44,scattered clouds
622,Caruray,PH,10.3094,119.0128,79.2,82,49,2.46,scattered clouds
623,Naestved,DK,55.2299,11.7609,57.45,86,0,8.99,clear sky
624,Kualakapuas,ID,-3.0091,114.3876,72.64,99,98,2.35,overcast clouds
625,Arco,IT,45.9177,10.8867,72.95,85,1,2.15,clear sky
626,Mudgee,AU,-32.5943,149.5871,43.63,82,39,10.11,scattered clouds
627,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,88,0,6.91,clear sky
628,Gari,RU,59.4307,62.3497,51.55,96,98,5.99,overcast clouds
629,Toropets,RU,56.4978,31.6353,57.51,96,0,4.36,clear sky
630,Taksimo,RU,56.3444,114.8794,57.11,69,90,2.37,overcast clouds
631,Halifax,CA,44.6453,-63.5724,75.09,61,100,5.99,overcast clouds
632,Hovd,MN,48.0056,91.6419,61.86,45,21,5.44,few clouds
633,Vao,NC,-22.6667,167.4833,71.42,84,99,13.06,overcast clouds
634,Hachinohe,JP,40.5,141.5,58.05,99,100,3.6,overcast clouds
635,Charagua,BO,-19.8,-63.2167,67.57,43,1,7.34,clear sky
636,Murray Bridge,AU,-35.1167,139.2667,52.12,75,79,9.93,broken clouds
637,Ust-Nera,RU,64.5667,143.2,54.09,44,26,5.53,scattered clouds
638,Soverato,IT,38.685,16.5499,73.35,85,14,10.33,few clouds
639,Ginir,ET,7.1333,40.7,57.99,78,29,6.26,scattered clouds
640,Shetpe,KZ,44.1667,52.1167,72.09,44,0,6.6,clear sky
641,Novoselitskoye,RU,44.7508,43.4369,64.65,54,2,4.56,clear sky
642,Stornoway,GB,58.2093,-6.3865,53.56,88,75,12.66,broken clouds
643,Belaya Gora,RU,68.5333,146.4167,62.26,49,1,6.26,clear sky
644,Labrea,BR,-7.2586,-64.7981,73.15,78,94,5.39,overcast clouds
645,Banting,MY,2.8167,101.5,73.56,97,99,3.65,overcast clouds
646,Serebryansk,KZ,49.6925,83.2892,64.24,72,91,3.27,overcast clouds
647,Bukachacha,RU,52.9833,116.9167,54.72,77,100,1.9,overcast clouds
648,Ugoofaaru,MV,5.6667,73.0,82.76,76,100,12.15,overcast clouds
649,Brasilia,BR,-15.7797,-47.9297,74.32,53,40,8.05,scattered clouds
650,Moree,AU,-29.4667,149.85,39.97,87,22,8.32,few clouds
651,Kaiyuan,CN,23.6977,103.3037,65.08,96,99,3.15,overcast clouds
652,Balabac,PH,7.9868,117.0645,81.61,75,77,6.44,broken clouds
653,Flinders,AU,-34.5833,150.8552,53.26,64,0,10.0,clear sky
654,Bubaque,GW,11.2833,-15.8333,80.82,78,100,12.97,overcast clouds
655,Kahului,US,20.8947,-156.47,82.98,81,4,11.01,clear sky
656,Christchurch,NZ,-43.5333,172.6333,51.91,54,12,17.27,few clouds
657,Kaeo,NZ,-35.1,173.7833,58.32,87,92,17.58,light rain
658,Merauke,ID,-8.4667,140.3333,76.59,91,98,13.15,overcast clouds
659,Huntingdon,GB,52.3305,-0.1865,61.93,86,89,5.01,overcast clouds
660,San Andres,CO,12.5847,-81.7006,80.62,83,100,9.22,light intensity drizzle
661,Rexburg,US,43.826,-111.7897,77.43,37,100,23.17,overcast clouds
662,Samarai,PG,-10.6167,150.6667,80.35,79,93,8.1,overcast clouds
663,Santa Eulalia,PE,-11.85,-76.6833,45.0,48,2,7.4,clear sky
664,Ryotsu,JP,38.0833,138.4333,61.95,84,55,11.95,broken clouds
665,Uray,RU,60.1247,64.7758,53.76,91,100,5.01,overcast clouds
666,Palmer,US,42.1584,-72.3287,77.77,47,98,1.99,overcast clouds
667,Aguimes,ES,27.9054,-15.4461,68.67,73,20,31.07,few clouds
668,Mahon,ES,39.8885,4.2658,70.36,83,0,4.61,clear sky
669,Saint Anthony,US,45.0205,-93.218,77.2,64,99,6.17,overcast clouds
670,Coihueco,CL,-36.6167,-71.8333,59.74,55,0,3.44,clear sky
671,Chino Valley,US,34.7575,-112.4538,102.74,9,0,7.0,clear sky
672,Port Hawkesbury,CA,45.6169,-61.3485,76.95,43,20,10.36,few clouds
673,Paray-Le-Monial,FR,46.4546,4.1158,67.95,72,0,1.14,clear sky
674,Niquero,CU,20.0431,-77.5828,84.79,68,55,7.14,broken clouds
675,Matara,LK,5.9485,80.5353,77.86,89,100,9.53,overcast clouds
676,Harlingen,US,26.1906,-97.6961,98.69,34,0,16.84,clear sky
677,Athabasca,CA,54.7169,-113.2854,73.81,51,84,7.63,broken clouds
678,Lhokseumawe,ID,5.1801,97.1507,77.97,84,100,3.89,overcast clouds
679,Curaca,BR,-8.9903,-39.9094,83.26,50,96,11.54,overcast clouds
680,Hushitai,CN,41.9322,123.5114,64.31,88,100,5.55,moderate rain
681,Umm Lajj,SA,25.0213,37.2685,88.16,41,0,8.55,clear sky
682,Iskateley,RU,67.6803,53.1512,37.85,76,31,8.75,scattered clouds
683,Jamiltepec,MX,16.2833,-97.8167,81.72,69,62,9.37,broken clouds
684,Urucara,BR,-2.5364,-57.76,75.97,97,100,0.67,overcast clouds
685,Derzhavinsk,KZ,51.1,66.3167,61.45,74,68,9.84,broken clouds
686,Aliwal North,ZA,-30.6937,26.7114,46.06,48,2,6.58,clear sky
687,Cento,IT,44.726,11.2882,74.07,72,0,6.53,clear sky
688,Makakilo City,US,21.3469,-158.0858,82.56,58,2,17.98,clear sky
689,Angoche,MZ,-16.2325,39.9086,67.62,91,4,8.63,clear sky
690,Dodge City,US,37.7528,-100.0171,100.26,37,4,1.01,clear sky
