City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Dombarovskiy,RU,2022-06-01 03:01:49,50.7587,59.5386,59.45,67,6,8.3
274,North Bend,US,2022-06-01 03:02:50,43.4065,-124.2243,60.85,97,0,14.97
275,Vardo,NO,2022-06-01 03:02:50,70.3705,31.1107,42.21,88,31,9.22
276,Samarai,PG,2022-06-01 03:02:50,-10.6167,150.6667,82.63,74,92,10.98
277,Araouane,ML,2022-06-01 03:02:51,18.9048,-3.5265,91.15,24,100,5.68
278,Fort Nelson,CA,2022-06-01 03:02:51,58.8053,-122.7002,67.05,36,51,2.71
279,Veselynove,UA,2022-06-01 03:02:51,47.3567,31.2349,61.77,95,10,7.63
280,Finale Emilia,IT,2022-06-01 03:02:52,44.8346,11.2939,64.53,95,7,1.88
281,San Patricio,US,2022-06-01 03:02:52,28.017,-97.5169,83.89,82,7,11.68
282,Zalantun,CN,2022-06-01 03:02:52,48.0,122.7167,66.56,34,100,7.9
283,Pechenga,RU,2022-06-01 03:02:53,69.5259,31.1703,49.32,67,4,4.12
284,Bama,NG,2022-06-01 03:02:53,11.5221,13.6856,81.07,52,9,9.35
285,Nome,US,2022-06-01 03:02:53,64.5011,-165.4064,64.47,43,0,6.91
286,Salalah,OM,2022-06-01 03:02:54,17.0151,54.0924,84.29,84,40,3.44
287,San Quintin,MX,2022-06-01 03:02:54,30.4833,-115.95,60.26,85,0,9.55
288,Atasu,KZ,2022-06-01 03:02:54,48.6814,71.6433,57.51,57,1,14.56
289,Mount Gambier,AU,2022-06-01 03:02:55,-37.8333,140.7667,52.45,59,99,8.77
290,Huarmey,PE,2022-06-01 03:02:55,-10.0681,-78.1522,63.54,84,97,9.37
291,Qaqortoq,GL,2022-06-01 03:02:55,60.7167,-46.0333,38.16,84,100,2.01
292,Tiznit,MA,2022-06-01 03:02:56,29.5833,-9.5,67.24,50,0,1.61
293,Mitsamiouli,KM,2022-06-01 03:02:56,-11.3847,43.2844,78.96,63,70,7.54
294,Leh,IN,2022-06-01 03:02:57,34.1667,77.5833,48.07,51,32,6.2
295,Wairoa,NZ,2022-06-01 03:00:43,-39.0333,177.3667,70.56,53,5,7.0
296,Praya,CV,2022-06-01 03:02:57,14.9215,-23.5087,72.88,85,17,14.61
297,Kenai,US,2022-06-01 03:02:57,60.5544,-151.2583,75.29,20,0,5.75
298,Avenal,US,2022-06-01 03:02:58,36.0041,-120.129,76.77,16,0,5.14
299,Qandala,SO,2022-06-01 03:02:58,11.472,49.8728,86.9,54,69,2.33
300,Massakory,TD,2022-06-01 03:02:58,12.996,15.7293,86.83,35,0,7.45
301,Bowen,AU,2022-06-01 03:02:59,-20.0167,148.2333,77.38,37,52,3.6
302,Plettenberg Bay,ZA,2022-06-01 03:02:59,-34.0527,23.3716,52.9,55,19,7.05
303,Agadir,MA,2022-06-01 02:59:39,30.4202,-9.5982,61.25,50,0,3.76
304,Byron Bay,AU,2022-06-01 02:59:27,-28.65,153.6167,66.94,45,51,14.32
305,Evensk,RU,2022-06-01 03:03:00,61.95,159.2333,47.89,59,9,9.15
306,Coahuayana,MX,2022-06-01 03:03:00,18.7333,-103.6833,76.23,81,99,2.19
307,Takoradi,GH,2022-06-01 03:03:00,4.8845,-1.7554,78.17,85,96,5.14
308,Narsaq,GL,2022-06-01 03:03:01,60.9167,-46.05,44.82,81,100,4.54
309,Aykhal,RU,2022-06-01 03:03:01,66.0,111.5,59.72,30,67,13.76
310,Manzhouli,CN,2022-06-01 03:03:02,49.6,117.4333,65.64,31,22,11.99
311,Leningradskiy,RU,2022-06-01 03:03:02,69.3833,178.4167,37.45,89,100,4.12
312,Praia Da Vitoria,PT,2022-06-01 03:03:02,38.7333,-27.0667,60.76,85,17,18.59
313,Kungurtug,RU,2022-06-01 03:03:03,50.5994,97.5228,69.13,30,98,3.22
314,Caravelas,BR,2022-06-01 02:59:31,-17.7125,-39.2481,72.1,93,23,4.34
315,Aguimes,ES,2022-06-01 03:03:03,27.9054,-15.4461,66.83,83,20,8.05
316,Taoudenni,ML,2022-06-01 03:04:04,22.6783,-3.9836,91.62,9,19,11.63
317,Nishihara,JP,2022-06-01 03:04:04,26.1842,127.7558,83.86,89,75,20.71
318,Angra Dos Reis,BR,2022-06-01 03:02:45,-23.0067,-44.3181,69.22,95,100,3.2
319,Sur,OM,2022-06-01 02:59:48,22.5667,59.5289,86.09,53,0,12.44
320,Yantal,RU,2022-06-01 03:04:05,56.8471,105.2542,57.85,42,32,8.43
321,Nichinan,JP,2022-06-01 03:04:05,31.6,131.3667,73.35,62,100,4.52
322,Biltine,TD,2022-06-01 03:04:05,14.5333,20.9167,83.08,12,85,6.44
323,Tambopata,PE,2022-06-01 03:04:06,-12.7333,-69.1833,67.89,99,100,3.31
324,Mahebourg,MU,2022-06-01 03:01:07,-20.4081,57.7,71.26,62,64,13.47
325,Krasnoselkup,RU,2022-06-01 03:04:06,65.7,82.4667,41.16,70,88,18.92
326,Ibiruba,BR,2022-06-01 03:04:07,-28.6275,-53.0897,39.47,85,0,5.3
327,Mugumu,TZ,2022-06-01 03:04:07,-1.85,34.7,60.15,84,92,3.83
328,Tonantins,BR,2022-06-01 03:04:07,-2.8731,-67.8022,72.3,99,94,1.01
329,Dzilam Gonzalez,MX,2022-06-01 03:04:08,21.2833,-88.9333,73.22,92,100,5.97
330,Marsa Matruh,EG,2022-06-01 03:04:08,31.3525,27.2453,68.29,87,10,12.39
331,Casper,US,2022-06-01 03:03:43,42.8666,-106.3131,45.72,76,75,3.44
332,Ayolas,PY,2022-06-01 03:04:08,-27.4,-56.9,42.55,87,7,6.42
333,Kingman,US,2022-06-01 03:00:16,35.1894,-114.053,80.08,15,0,7.45
334,Belyy Yar,RU,2022-06-01 03:04:09,53.6039,91.3903,69.85,45,0,4.47
335,Shakawe,BW,2022-06-01 03:04:09,-18.3667,21.85,49.46,27,3,8.43
336,Sambava,MG,2022-06-01 03:04:10,-14.2667,50.1667,67.89,82,4,6.87
337,Ziro,IN,2022-06-01 03:04:10,27.6333,93.8333,59.74,79,73,2.53
338,Srednekolymsk,RU,2022-06-01 03:04:10,67.45,153.6833,68.99,37,100,14.81
339,Kyren,RU,2022-06-01 03:04:11,51.6828,102.1408,65.84,54,98,3.24
340,Egvekinot,RU,2022-06-01 03:04:11,66.3167,-179.1667,43.81,64,55,5.86
341,Meulaboh,ID,2022-06-01 03:04:12,4.1363,96.1285,83.32,65,83,1.97
342,Aitape,PG,2022-06-01 03:04:12,-3.1374,142.3475,84.52,63,94,5.75
343,Bombay,IN,2022-06-01 03:00:13,19.0144,72.8479,85.98,70,40,4.61
344,Kozhva,RU,2022-06-01 03:04:12,65.1073,57.0459,53.46,48,18,8.48
345,Provideniya,RU,2022-06-01 03:04:13,64.3833,-173.3,35.71,87,100,11.18
346,Nhulunbuy,AU,2022-06-01 03:04:13,-12.2333,136.7667,84.81,65,75,11.5
347,Port Augusta,AU,2022-06-01 03:02:39,-32.5,137.7667,58.3,49,100,8.14
348,North Augusta,US,2022-06-01 03:03:38,33.5018,-81.9651,80.15,75,75,4.61
349,Launceston,AU,2022-06-01 03:01:13,-41.45,147.1667,56.61,59,36,17.27
350,High Level,CA,2022-06-01 03:00:51,58.5169,-117.136,60.98,52,53,4.45
351,Gaogou,CN,2022-06-01 03:04:14,34.0175,119.1886,92.95,27,98,6.82
352,Durban,ZA,2022-06-01 02:59:49,-29.8579,31.0292,55.02,65,0,3.0
353,Havoysund,NO,2022-06-01 03:04:15,70.9963,24.6622,48.43,65,31,9.35
354,Farap,TM,2022-06-01 03:04:15,39.1704,63.6116,82.69,23,0,14.09
355,Ustka,PL,2022-06-01 03:04:15,54.5805,16.8619,48.65,88,78,6.49
356,Kambove,CD,2022-06-01 03:04:16,-10.8764,26.5969,52.27,70,4,5.79
357,Guaymas,MX,2022-06-01 03:04:16,27.9333,-110.9,81.88,50,5,5.21
358,Avera,US,2022-06-01 03:04:17,33.194,-82.5271,76.51,60,86,3.78
359,Okhotsk,RU,2022-06-01 03:04:17,59.3833,143.3,42.55,81,100,9.53
360,Spring Hill,US,2022-06-01 02:59:34,28.4769,-82.5255,78.03,71,33,1.01
361,Selizharovo,RU,2022-06-01 03:04:18,56.8519,33.4487,49.8,84,64,2.77
362,Pesceana,RO,2022-06-01 03:05:18,44.8833,24.15,56.08,92,52,3.89
363,Pochutla,MX,2022-06-01 03:05:18,15.7432,-96.4661,76.82,81,95,6.71
364,Togur,RU,2022-06-01 03:05:19,58.3631,82.8265,50.83,75,100,5.28
365,Sorland,NO,2022-06-01 03:05:19,67.667,12.6934,51.66,82,95,15.97
366,Asyut,EG,2022-06-01 03:05:19,27.181,31.1837,76.48,41,0,12.37
367,Sembe,CG,2022-06-01 03:05:20,1.6481,14.5806,68.92,98,100,1.23
368,Nebolchi,RU,2022-06-01 03:05:20,59.1239,33.3454,49.17,90,0,2.89
369,Praia,CV,2022-06-01 03:05:20,14.9215,-23.5087,72.88,85,17,14.61
370,Port Macquarie,AU,2022-06-01 03:00:21,-31.4333,152.9167,63.9,34,40,17.27
371,Anloga,GH,2022-06-01 03:05:21,5.7947,0.8973,79.95,79,100,3.11
372,Ullapool,GB,2022-06-01 03:05:21,57.8987,-5.1604,44.35,91,55,4.27
373,Otavi,NA,2022-06-01 03:05:21,-19.65,17.3333,46.22,30,7,16.69
374,Polovinnoye,RU,2022-06-01 03:05:22,54.7914,65.9864,53.1,62,57,13.91
375,Mao,ES,2022-06-01 03:05:22,39.8885,4.2658,63.16,100,0,5.75
376,Maxixe,MZ,2022-06-01 03:05:22,-23.8597,35.3472,66.92,68,6,14.61
377,Tura,IN,2022-06-01 03:05:23,25.5198,90.2201,79.57,87,29,5.75
378,Tenenkou,ML,2022-06-01 03:05:23,14.4572,-4.9169,89.01,36,83,5.95
379,Huntsville,US,2022-06-01 03:02:19,34.7304,-86.5861,78.6,76,0,1.99
380,Nandi Hills,KE,2022-06-01 03:05:23,0.1066,35.1838,51.19,91,34,4.94
381,Anzio,IT,2022-06-01 03:05:24,41.4853,12.6179,68.99,99,0,3.53
382,Elko,US,2022-06-01 03:03:06,41.0002,-115.5012,60.82,42,2,2.19
383,Dano,BF,2022-06-01 03:05:24,11.15,-3.0667,81.0,62,30,4.9
384,Uruacu,BR,2022-06-01 03:05:24,-14.5247,-49.1408,68.59,39,42,3.83
385,Talnakh,RU,2022-06-01 03:05:25,69.4865,88.3972,34.21,70,63,16.89
386,Strezhevoy,RU,2022-06-01 03:05:25,60.7333,77.5889,51.48,48,70,9.53
387,Marietta,US,2022-06-01 03:04:13,33.9526,-84.5499,76.77,81,0,2.3
388,Arica,CL,2022-06-01 03:05:13,-18.475,-70.3042,59.23,67,75,6.91
389,Debre Birhan,ET,2022-06-01 03:05:26,9.6833,39.5333,51.6,53,3,1.61
390,San Felipe,VE,2022-06-01 03:05:26,10.3399,-68.7425,69.71,95,68,2.24
391,Beloha,MG,2022-06-01 03:05:26,-25.1667,45.05,60.4,89,0,5.06
392,Melo,UY,2022-06-01 03:05:27,-32.3667,-54.1833,37.58,78,42,2.06
393,Nemyriv,UA,2022-06-01 03:05:27,48.9708,28.8378,50.81,94,23,6.38
394,Baker City,US,2022-06-01 03:02:37,44.7749,-117.8344,58.71,72,75,3.44
395,Charlestown,AU,2022-06-01 03:00:46,-32.95,151.6667,58.73,45,1,8.99
396,Misratah,LY,2022-06-01 03:05:27,32.3754,15.0925,76.86,47,17,9.6
397,Tahta,EG,2022-06-01 03:05:28,26.7693,31.5021,78.3,37,0,10.78
398,Imbituba,BR,2022-06-01 03:05:28,-28.24,-48.6703,56.86,90,100,3.89
399,Pelotas,BR,2022-06-01 03:05:28,-31.7719,-52.3425,40.14,80,59,3.18
400,Boueni,YT,2022-06-01 03:05:29,-12.9025,45.0761,76.98,59,6,15.28
401,Auki,SB,2022-06-01 03:05:29,-8.7676,160.7034,76.73,90,100,5.39
402,Calvinia,ZA,2022-06-01 03:05:29,-31.4707,19.776,42.35,14,0,1.59
403,Parabel,RU,2022-06-01 03:05:30,58.6978,81.4825,52.02,59,100,4.88
404,Olafsvik,IS,2022-06-01 03:05:30,64.8945,-23.7142,48.13,91,74,4.16
405,Touros,BR,2022-06-01 03:05:30,-5.1989,-35.4608,76.32,87,53,7.18
406,Enfield,AU,2022-06-01 03:05:31,-34.8526,138.6026,60.35,54,75,12.66
407,Sharan,RU,2022-06-01 03:05:31,54.8167,54.0,57.0,74,4,3.65
408,Carutapera,BR,2022-06-01 03:06:32,-1.195,-46.02,74.98,94,39,5.48
409,Kieta,PG,2022-06-01 03:06:32,-6.2167,155.6333,84.72,67,58,5.82
410,Alyangula,AU,2022-06-01 03:06:32,-13.8483,136.4192,82.26,60,57,9.82
411,Khani,GE,2022-06-01 03:06:32,41.9563,42.9566,56.77,74,55,4.18
412,Troitsko-Pechorsk,RU,2022-06-01 03:06:33,62.7084,56.1964,56.48,46,12,6.44
413,Ndele,CF,2022-06-01 03:06:33,8.4109,20.6473,73.96,70,100,0.51
414,Geraldton,AU,2022-06-01 03:02:37,-28.7667,114.6,64.81,48,0,14.97
415,Skegness,GB,2022-06-01 03:06:33,53.1436,0.3363,50.58,90,14,9.73
416,Faya,SA,2022-06-01 03:06:34,18.3851,42.4509,68.72,32,29,1.88
417,Xinzhou,CN,2022-06-01 03:06:34,38.4092,112.7333,78.53,17,0,5.23
418,Gornozavodsk,RU,2022-06-01 03:06:34,58.3758,58.3211,53.76,59,6,3.87
419,Pangoa,PE,2022-06-01 03:06:35,-12.1167,-73.0,66.42,99,100,2.08
420,Dikson,RU,2022-06-01 03:06:35,73.5069,80.5464,28.22,88,98,23.11
421,Vao,NC,2022-06-01 03:06:35,-22.6667,167.4833,76.69,81,27,3.62
422,Batocina,RS,2022-06-01 03:06:36,44.1536,21.0817,56.19,90,1,5.17
423,Lahij,YE,2022-06-01 03:06:36,13.1667,44.5833,83.5,35,12,2.64
424,Tolaga Bay,NZ,2022-06-01 03:06:36,-38.3667,178.3,66.43,67,20,7.58
425,Kichera,RU,2022-06-01 03:06:37,55.9375,110.0997,46.18,89,94,5.06
426,Flin Flon,CA,2022-06-01 03:06:37,54.7682,-101.865,42.17,74,100,14.43
427,Cooma,AU,2022-06-01 03:06:37,-36.2333,149.1333,42.57,60,100,26.46
428,Jumla,NP,2022-06-01 03:03:04,29.2747,82.1838,66.51,45,5,4.65
429,Bandarbeyla,SO,2022-06-01 03:06:38,9.4942,50.8122,80.73,70,44,23.17
430,Garissa,KE,2022-06-01 03:06:38,-0.4536,39.6401,72.61,86,2,9.91
431,Sao Filipe,CV,2022-06-01 03:06:38,14.8961,-24.4956,75.96,73,10,9.69
432,Revelstoke,CA,2022-06-01 03:05:48,50.9832,-118.2023,60.82,63,100,2.3
433,Hirara,JP,2022-06-01 03:06:39,24.8,125.2833,81.16,87,66,19.22
434,Rio Gallegos,AR,2022-06-01 03:01:49,-51.6226,-69.2181,39.06,77,94,5.75
435,Jacmel,HT,2022-06-01 03:06:39,18.2342,-72.5347,78.15,87,97,3.89
436,Luebo,CD,2022-06-01 03:06:40,-5.35,21.4167,67.75,78,60,2.21
437,Yumen,CN,2022-06-01 03:06:40,40.2833,97.2,75.61,13,100,10.33
438,Znamenka,RU,2022-06-01 03:06:40,52.4167,41.4311,58.08,96,100,10.78
439,Matara,LK,2022-06-01 03:06:41,5.9485,80.5353,79.03,87,99,16.96
440,Jalu,LY,2022-06-01 03:06:41,29.0331,21.5482,75.18,29,54,9.28
441,Cockburn Town,TC,2022-06-01 03:04:01,21.4612,-71.1419,80.11,79,97,17.78
442,Mareeba,AU,2022-06-01 03:06:42,-17.0,145.4333,80.44,68,36,5.21
443,Paita,PE,2022-06-01 03:06:42,-5.0892,-81.1144,65.26,80,68,14.67
444,Kasongo-Lunda,CD,2022-06-01 03:06:42,-6.4667,16.8167,65.39,60,70,2.66
445,Eberndorf,AT,2022-06-01 03:06:42,46.5914,14.6436,58.57,96,100,0.36
446,Bochnia,PL,2022-06-01 03:06:43,49.9691,20.4303,56.52,75,94,4.63
447,Chapais,CA,2022-06-01 03:06:43,49.7834,-74.8492,50.04,54,100,9.75
448,Saint Anthony,US,2022-06-01 03:06:44,45.0205,-93.218,59.67,68,100,17.27
449,Lazaro Cardenas,MX,2022-06-01 03:04:17,17.9583,-102.2,77.86,78,95,5.99
450,Pekalongan,ID,2022-06-01 03:06:44,-6.8886,109.6753,84.52,71,75,5.35
451,Inuvik,CA,2022-06-01 03:06:44,68.3499,-133.7218,42.12,67,100,7.58
452,Jiangyou,CN,2022-06-01 03:06:45,31.7667,104.7167,80.64,61,100,4.36
453,Angoche,MZ,2022-06-01 03:07:45,-16.2325,39.9086,71.02,79,28,8.75
454,Lengshuijiang,CN,2022-06-01 03:07:45,27.6881,111.4294,84.76,73,32,4.25
455,Altamont,US,2022-06-01 03:07:46,42.2068,-121.7372,66.04,30,0,4.61
456,Nara,JP,2022-06-01 03:04:25,34.6851,135.8049,79.5,23,100,0.98
457,Bontang,ID,2022-06-01 03:07:46,0.1333,117.5,83.53,76,12,4.85
458,Ambo,PE,2022-06-01 03:07:46,-10.1308,-76.2047,59.0,94,100,1.07
459,Mogilno,PL,2022-06-01 03:07:47,52.6581,17.9558,53.02,87,99,5.66
460,Anadyr,RU,2022-06-01 03:07:47,64.75,177.4833,50.5,57,0,13.42
461,Zhuzhou,CN,2022-06-01 03:07:47,27.8333,113.15,83.03,78,86,6.06
462,Umm Lajj,SA,2022-06-01 03:07:48,25.0213,37.2685,79.54,68,0,2.84
463,Cukai,MY,2022-06-01 03:07:48,4.25,103.4167,85.01,72,91,5.06
464,Ulaangom,MN,2022-06-01 03:07:48,49.9811,92.0667,65.7,44,100,4.9
465,Sobolevo,RU,2022-06-01 03:07:49,54.4299,31.8996,48.72,87,17,5.03
466,Wewak,PG,2022-06-01 03:07:49,-3.5534,143.6268,82.2,67,99,2.37
467,Lewisville,US,2022-06-01 03:04:50,33.0462,-96.9942,87.93,57,75,12.66
468,Sarakhs,IR,2022-06-01 03:07:51,36.5449,61.1577,79.56,22,0,6.38
469,Akureyri,IS,2022-06-01 03:07:51,65.6835,-18.0878,50.83,82,99,2.82
470,San Cristobal,VE,2022-06-01 03:07:52,7.7669,-72.225,71.78,93,37,1.48
471,Gotsu,JP,2022-06-01 03:07:52,35.0,132.2167,76.5,38,100,4.32
472,Adolfo Lopez Mateos,MX,2022-06-01 03:07:52,28.4667,-107.3,74.93,25,30,11.61
473,Tilichiki,RU,2022-06-01 03:07:53,60.4667,166.1,44.51,58,5,6.53
474,Sem,NO,2022-06-01 03:07:53,59.2833,10.3333,49.33,99,75,2.3
475,Peniche,PT,2022-06-01 03:07:53,39.3558,-9.3811,66.07,90,12,12.46
476,Vostok,RU,2022-06-01 03:07:54,46.4856,135.8833,58.86,55,62,4.23
477,Shaowu,CN,2022-06-01 03:07:54,27.3409,117.4831,81.37,87,97,3.13
478,Tula,RU,2022-06-01 03:06:16,54.2044,37.6111,57.16,94,76,5.01
479,Mayumba,GA,2022-06-01 03:07:54,-3.432,10.6554,71.78,93,18,1.48
480,Shingu,JP,2022-06-01 03:07:55,33.7333,135.9833,77.54,37,100,5.86
481,Iskele,TR,2022-06-01 03:07:55,39.484,26.9278,66.29,63,0,6.91
482,Garden City,US,2022-06-01 03:06:08,42.3256,-83.331,82.94,60,100,8.05
483,Marienburg,PL,2022-06-01 03:07:55,54.0359,19.0266,52.88,92,100,6.62
484,Yura,PE,2022-06-01 03:07:56,-16.2522,-71.6797,48.78,40,47,2.55
485,Dingle,PH,2022-06-01 03:07:56,10.9995,122.6711,86.86,67,96,8.61
486,Ohrid,MK,2022-06-01 03:07:56,41.1172,20.8019,51.69,87,0,3.44
487,Beyneu,KZ,2022-06-01 03:07:57,45.3167,55.2,79.2,35,2,9.24
488,Cabedelo,BR,2022-06-01 03:07:57,-6.9811,-34.8339,75.87,85,25,6.4
489,Kuching,MY,2022-06-01 03:07:57,1.55,110.3333,86.22,79,40,3.44
490,Teguldet,RU,2022-06-01 03:07:58,57.3064,88.1667,49.48,97,100,7.63
491,Vaals,NL,2022-06-01 03:07:58,50.7708,6.0181,48.13,88,9,1.01
492,Te Anau,NZ,2022-06-01 03:07:58,-45.4167,167.7167,52.9,90,100,5.32
493,Panaba,MX,2022-06-01 03:07:59,21.2833,-88.2667,73.76,88,100,8.95
494,Ambilobe,MG,2022-06-01 03:07:59,-13.2,49.05,64.81,83,26,3.31
495,Jadu,LY,2022-06-01 03:08:00,31.953,12.0261,76.62,24,2,7.11
496,Moose Factory,CA,2022-06-01 03:08:00,51.2585,-80.6094,56.12,86,100,13.22
497,Tarakan,ID,2022-06-01 03:08:00,3.3,117.6333,85.5,84,40,4.61
498,Shenjiamen,CN,2022-06-01 03:09:01,29.9576,122.298,69.57,97,100,8.63
499,Ust-Tsilma,RU,2022-06-01 03:09:01,65.441,52.1498,53.69,49,25,5.84
500,Borovskoy,KZ,2022-06-01 03:09:01,53.8,64.15,54.59,65,17,11.83
501,Chalisgaon,IN,2022-06-01 03:09:02,20.4667,75.0167,86.4,47,34,10.42
502,Yerofey Pavlovich,RU,2022-06-01 03:09:02,53.9667,121.9667,55.17,55,55,6.15
503,Mizan Teferi,ET,2022-06-01 03:09:02,6.9833,35.5833,60.3,97,97,1.81
504,Dongsheng,CN,2022-06-01 03:09:03,39.8161,109.9776,69.48,17,0,5.61
505,Dayong,CN,2022-06-01 03:09:03,25.0209,118.2898,87.15,66,100,5.53
506,Cheyenne,US,2022-06-01 03:09:04,41.14,-104.8203,43.12,84,100,12.66
507,Quelimane,MZ,2022-06-01 03:09:04,-17.8786,36.8883,63.12,95,32,5.44
508,Palmer,US,2022-06-01 03:09:04,42.1584,-72.3287,64.33,78,40,6.91
509,Banda Aceh,ID,2022-06-01 03:09:05,5.5577,95.3222,84.81,63,99,13.24
510,Capaci,IT,2022-06-01 03:09:05,38.1711,13.2393,72.25,67,0,4.61
511,Lakes Entrance,AU,2022-06-01 03:09:05,-37.8811,147.981,51.17,89,100,17.63
512,Naxos,GR,2022-06-01 03:09:06,37.1056,25.3764,74.79,73,9,13.51
513,The Valley,AI,2022-06-01 03:09:06,18.217,-63.0578,80.1,78,20,6.91
514,Nemuro,JP,2022-06-01 03:09:07,43.3236,145.575,46.81,99,100,15.84
515,Laguna,US,2022-06-01 03:09:07,38.421,-121.4238,84.43,22,0,8.05
516,Maniitsoq,GL,2022-06-01 03:09:07,65.4167,-52.9,37.0,71,0,8.55
517,Saurimo,AO,2022-06-01 03:09:08,-9.6608,20.3916,58.35,53,0,7.34
518,Sao Joao Da Barra,BR,2022-06-01 03:09:08,-21.6403,-41.0511,70.48,94,84,5.5
519,Shelburne,CA,2022-06-01 03:04:46,44.0787,-80.2041,72.36,74,90,8.03
520,Locri,IT,2022-06-01 03:07:05,38.2414,16.2623,75.33,54,0,12.95
521,Keetmanshoop,NA,2022-06-01 03:09:08,-26.5833,18.1333,48.51,23,0,6.71
522,Half Moon Bay,US,2022-06-01 03:09:09,37.4636,-122.4286,71.55,70,0,20.71
523,Hue,VN,2022-06-01 03:09:09,16.4667,107.6,89.71,66,20,3.44
524,Acari,PE,2022-06-01 03:09:09,-15.4311,-74.6158,62.06,76,64,1.77
525,Tromso,NO,2022-06-01 03:09:10,69.6496,18.957,55.38,71,20,1.14
526,Motygino,RU,2022-06-01 03:09:10,58.1831,94.7592,53.67,60,100,5.66
527,Kingsport,US,2022-06-01 03:09:11,36.5484,-82.5618,73.09,82,0,0.0
528,Borba,BR,2022-06-01 03:09:11,-4.3878,-59.5939,72.66,99,86,2.71
529,Kourou,GF,2022-06-01 03:09:11,5.1552,-52.6478,76.1,91,100,6.44
530,Guanare,VE,2022-06-01 03:09:12,9.0418,-69.7421,75.0,75,9,3.6
531,Suleja,NG,2022-06-01 03:09:12,9.1758,7.1808,73.24,86,100,1.52
532,Palafrugell,ES,2022-06-01 03:08:09,41.9174,3.1631,60.42,86,11,1.99
533,Witu,KE,2022-06-01 03:09:12,-2.3889,40.4382,74.48,86,8,8.37
534,Canutama,BR,2022-06-01 03:09:13,-6.5339,-64.3831,75.09,94,100,1.36
535,Semirom,IR,2022-06-01 03:09:13,31.4167,51.5667,58.19,17,0,3.22
536,San Clemente,US,2022-06-01 03:09:13,33.427,-117.612,72.05,79,10,5.01
537,La Palma,US,2022-06-01 03:09:14,33.8464,-118.0467,76.91,66,0,9.22
538,Nathdwara,IN,2022-06-01 03:09:14,24.9333,73.8167,85.19,17,2,16.22
539,Tondano,ID,2022-06-01 03:09:15,1.3038,124.9112,84.29,56,95,2.57
540,Alofi,NU,2022-06-01 03:09:15,-19.0595,-169.9187,76.89,88,40,11.5
541,Sao Bernardo,BR,2022-06-01 03:09:15,-3.3614,-42.4178,72.5,98,39,3.49
542,Ostrovnoy,RU,2022-06-01 03:09:16,68.0531,39.5131,41.7,81,12,3.51
543,Ewa Beach,US,2022-06-01 03:05:20,21.3156,-158.0072,82.35,57,20,13.8
544,Kyabe,TD,2022-06-01 03:10:16,9.4515,18.9449,79.32,50,87,5.77
545,Santa Isabel Do Rio Negro,BR,2022-06-01 03:10:17,-0.4139,-65.0192,72.23,98,100,2.68
546,Abapo,BO,2022-06-01 03:10:17,-18.8333,-63.4667,50.72,79,100,0.89
547,Timra,SE,2022-06-01 03:10:17,62.487,17.3257,49.68,93,100,4.61
548,Karymskoye,RU,2022-06-01 03:10:18,51.6167,114.35,67.32,32,20,9.4
549,Preston,GB,2022-06-01 03:10:18,53.7667,-2.7167,49.98,92,54,0.87
